,text,logical_form
1313,"The Court holds that the respondent State is to pay the applicant, within three months, EUR 3,300 (three thousand three hundred euros), plus any tax that may be chargeable, in respect of non-pecuniary damage, to be converted into the currency of the respondent State at the rate applicable at the date of settlement","Court(\a)^Decide(\b)^Must(\c)^DecidedObject(\b, \c)^Pay(\d)^MustObject(\c, \d)^State(\e)^Respondent(\e)^PaidSubject(\d, \e)^Timeframe(\f)^TimeframeLength(\f, 3 months)^TimeframeType(\f, within)^TimeframeEvent(\f, \c)^Money(\h)^PaidObject(\d, \h)^MoneyAmount(\h, 3,300 )^Applicant(\i)^PaidTo(\d, \i))^MoneyCurrency(\h, eur)^Damage(\j)^NonPecuniary(\j)^MoneyFor(\h, \j)^(all(\k), Tax(\k)^Charge(\l)^ChargedObject(l, k) -> PaidObject(\d, \k))^Convert(\m)^MustObject(\c, \m)^ConvertedObject(\m, \h)^Currency(\n)^ConvertedInto(\m, \n)^Belong(\n, \e)^Rate(\o)^Apply(\p)^AppliedObject(\p, \o)^ConvertedRate(\m, \o)^Timeframe(\q)^TimeframeEvent(\q, \p)^Settle(\r)^TimeframeEvent(\q, \r)"
1314,"The Court holds that the respondent State is to pay the applicant, within three months from the date on which the judgment becomes final in accordance with Article 44 § 2 of the Convention, EUR 2,400 (two thousand eight hundred euros) in respect of non-pecuniary damage and EUR 1,000 (one thousand euros) in respect of costs and expenses, plus any tax that may be chargeable","Court(\a)^Decide(\b)^Must(\c)^DecidedObject(\b, \c)^Pay(\d)^MustObject(\c, \d)^State(\e)^Respondent(\e)^PaidSubject(\d, \e)^Timeframe(\f)^TimeframeLength(\f, 3 months)^TimeframeType(\f, within)^TimeframeEvent(\f, \c)^Money(\h)^PaidObject(\d, \h)^Money(\i)^MemberOf(\i, \h)^MoneyAmount(\i, 2,400 )^Money(\j)^MemberOf(\j, \h)^MoneyAmount(\j, 1,000 )^Applicant(\k)^PaidTo(\d, \k))^BecomeFinal(\l)^BecomeFinalObject(\l, \b)^TimeframeStart(\f, \l)^Convention(\m)^ConventionName(\m, European Convention of Human Rights)^Article(\n)^ArticleNumber(\n, 44)^ArticleParagraph(\n, 2)^ArticleSource(\n, \m)^BasedOn(\l, \n)^MoneyCurrency(\h, eur)^Damage(\o)^NonPecuniary(\o)^MoneyFor(\i, \o)^Expenses(\p)^MoneyFor(\j, \p)^(all(\q), Tax(\q)^Charge(\r)^ChargedObject(r, q) -> PaidObject(\d, \q))"
1315,"The Court holds that the respondent State is to pay the applicant, within three months of the date on which the judgment becomes final in accordance with Article 44 § 2 of the Convention, EUR 3,000 (three thousand euros) to be converted into Ukrainian hryvnias at the rate applicable on the date of settlement, plus any tax that may be chargeable, in respect of non-pecuniary damage","Court(\a)^Decide(\b)^Must(\c)^DecidedObject(\b, \c)^Pay(\d)^MustObject(\c, \d)^State(\e)^Respondent(\e)^PaidSubject(\d, \e)^Timeframe(\f)^TimeframeLength(\f, 3 months)^TimeframeType(\f, within)^TimeframeEvent(\f, \c)^Money(\h)^PaidObject(\d, \h)^MoneyAmount(\h, 3,000 )^Applicant(\i)^PaidTo(\d, \i))^BecomeFinal(\j)^BecomeFinalObject(\j, \b)^TimeframeStart(\f, \j)^Convention(\k)^ConventionName(\k, European Convention of Human Rights)^Article(\l)^ArticleNumber(\l, 44)^ArticleParagraph(\l, 2)^ArticleSource(\l, \k)^BasedOn(\j, \l)^MoneyCurrency(\h, eur)^Damage(\m)^NonPecuniary(\m)^MoneyFor(\h, \m)^(all(\n), Tax(\n)^Charge(\o)^ChargedObject(o, n) -> PaidObject(\d, \n))^Convert(\p)^MustObject(\c, \p)^ConvertedObject(\p, \h)^Currency(\q)^ConvertedInto(\p, \q)^CurrencyName(\q, ukrainian hryvnias)^Rate(\r)^Apply(\s)^AppliedObject(\s, \r)^ConvertedRate(\p, \r)^Timeframe(\t)^TimeframeEvent(\t, \s)^Settle(\u)^TimeframeEvent(\t, \u)"
1316,"The Court holds that the respondent State is to pay the applicants, within three months from the date on which the judgment becomes final in accordance with Article 44 § 2 of the Convention, EUR 5,625 (five thousand six hundred and twenty-five euros), to be converted into Maltese liras at the rate applicable at the date of settlement, in respect of costs and expenses, plus any tax that may be chargeable","Court(\a)^Decide(\b)^Must(\c)^DecidedObject(\b, \c)^Pay(\d)^MustObject(\c, \d)^State(\e)^Respondent(\e)^PaidSubject(\d, \e)^Timeframe(\f)^TimeframeLength(\f, 3 months)^TimeframeType(\f, within)^TimeframeEvent(\f, \c)^Money(\h)^PaidObject(\d, \h)^MoneyAmount(\h, 5,625 )^Applicants(\i)^PaidTo(\d, \i))^BecomeFinal(\j)^BecomeFinalObject(\j, \b)^TimeframeStart(\f, \j)^Convention(\k)^ConventionName(\k, European Convention of Human Rights)^Article(\l)^ArticleNumber(\l, 44)^ArticleParagraph(\l, 2)^ArticleSource(\l, \k)^BasedOn(\j, \l)^MoneyCurrency(\h, eur)^Expenses(\m)^MoneyFor(\h, \m)^(all(\n), Tax(\n)^Charge(\o)^ChargedObject(o, n) -> PaidObject(\d, \n))^Convert(\p)^MustObject(\c, \p)^ConvertedObject(\p, \h)^Currency(\q)^ConvertedInto(\p, \q)^CurrencyName(\q, maltese liras)^Rate(\r)^Apply(\s)^AppliedObject(\s, \r)^ConvertedRate(\p, \r)^Timeframe(\t)^TimeframeEvent(\t, \s)^Settle(\u)^TimeframeEvent(\t, \u)"
1317,The Court holds that there has been no violation of Article 2 of Protocol No. 7 to the Convention,"Court(\a)^Decide(\b)^Violation(\c)^DecidedObject(\b, ~\c)^Article(\d)^ViolatedObject(\c, \d)^ArticleNumber(\d, 2)^Convention(\e)^ConventionName(\e, European Convention of Human Rights)^Protocol(\f)^ProtocolNumber(\f, 7)^Belong(\f, \e)^ArticleSource(\d, \f)"
1318,"The Court holds that the respondent State is to pay the applicants, within three months, EUR 10,000 (ten thousand euros), plus any tax that may be chargeable, in respect of non-pecuniary damage and 3,000 (three thousand euros), plus any tax that may be chargeable to the applicants, in respect of costs and expenses","Court(\a)^Decide(\b)^Must(\c)^DecidedObject(\b, \c)^Pay(\d)^MustObject(\c, \d)^State(\e)^Respondent(\e)^PaidSubject(\d, \e)^Timeframe(\f)^TimeframeLength(\f, 3 months)^TimeframeType(\f, within)^TimeframeEvent(\f, \c)^Money(\h)^PaidObject(\d, \h)^Money(\i)^MemberOf(\i, \h)^MoneyAmount(\i, 10,000 )^Money(\j)^MemberOf(\j, \h)^MoneyAmount(\j, 3,000 )^Applicants(\k)^PaidTo(\d, \k))^MoneyCurrency(\h, eur)^Damage(\l)^NonPecuniary(\l)^MoneyFor(\i, \l)^Expenses(\m)^MoneyFor(\j, \m)^(all(\n), Tax(\n)^Charge(\o)^ChargedObject(o, n)^ChargedTo(\o, \k) -> PaidObject(\d, \n))"
1319,"The Court holds that the respondent State is to pay the applicant, within three months from the date on which the judgment becomes final according to Article 44 § 2 of the Convention, EUR 40,000 (forty thousand euros) in respect of non-pecuniary damage and EUR 6,823 (six thousand eight hundred and twenty three euros) in respect of costs and expenses, to be converted into the national currency of the respondent State at the rate applicable at the date of settlement, plus any tax that may be chargeable","Court(\a)^Decide(\b)^Must(\c)^DecidedObject(\b, \c)^Pay(\d)^MustObject(\c, \d)^State(\e)^Respondent(\e)^PaidSubject(\d, \e)^Timeframe(\f)^TimeframeLength(\f, 3 months)^TimeframeType(\f, within)^TimeframeEvent(\f, \c)^Money(\h)^PaidObject(\d, \h)^Money(\i)^MemberOf(\i, \h)^MoneyAmount(\i, 40,000 )^Money(\j)^MemberOf(\j, \h)^MoneyAmount(\j, 6,823 )^Applicant(\k)^PaidTo(\d, \k))^BecomeFinal(\l)^BecomeFinalObject(\l, \b)^TimeframeStart(\f, \l)^Convention(\m)^ConventionName(\m, European Convention of Human Rights)^Article(\n)^ArticleNumber(\n, 44)^ArticleParagraph(\n, 2)^ArticleSource(\n, \m)^BasedOn(\l, \n)^MoneyCurrency(\h, eur)^Damage(\o)^NonPecuniary(\o)^MoneyFor(\i, \o)^Expenses(\p)^MoneyFor(\j, \p)^(all(\q), Tax(\q)^Charge(\r)^ChargedObject(r, q) -> PaidObject(\d, \q))^Convert(\s)^MustObject(\c, \s)^ConvertedObject(\s, \h)^Currency(\t)^ConvertedInto(\s, \t)^Belong(\t, \e)^Rate(\u)^Apply(\v)^AppliedObject(\v, \u)^ConvertedRate(\s, \u)^Timeframe(\w)^TimeframeEvent(\w, \v)^Settle(\x)^TimeframeEvent(\w, \x)"
1320,"The Court holds that the respondent State is to pay the applicant, within three months from the date on which the judgment becomes final according to Article 44 § 2 of the Convention, EUR 2,000 (two thousand euros) in respect of non-pecuniary damage and EUR 700 (seven hundred euros) for costs and expenses, to be converted into Slovakian korunas at the rate applicable at the date of settlement, plus any tax that may be chargeable","Court(\a)^Decide(\b)^Must(\c)^DecidedObject(\b, \c)^Pay(\d)^MustObject(\c, \d)^State(\e)^Respondent(\e)^PaidSubject(\d, \e)^Timeframe(\f)^TimeframeLength(\f, 3 months)^TimeframeType(\f, within)^TimeframeEvent(\f, \c)^Money(\h)^PaidObject(\d, \h)^Money(\i)^MemberOf(\i, \h)^MoneyAmount(\i, 2,000 )^Money(\j)^MemberOf(\j, \h)^MoneyAmount(\j, 700 )^Applicant(\k)^PaidTo(\d, \k))^BecomeFinal(\l)^BecomeFinalObject(\l, \b)^TimeframeStart(\f, \l)^Convention(\m)^ConventionName(\m, European Convention of Human Rights)^Article(\n)^ArticleNumber(\n, 44)^ArticleParagraph(\n, 2)^ArticleSource(\n, \m)^BasedOn(\l, \n)^MoneyCurrency(\h, eur)^Damage(\o)^NonPecuniary(\o)^MoneyFor(\i, \o)^Expenses(\p)^MoneyFor(\j, \p)^(all(\q), Tax(\q)^Charge(\r)^ChargedObject(r, q) -> PaidObject(\d, \q))^Convert(\s)^MustObject(\c, \s)^ConvertedObject(\s, \h)^Currency(\t)^ConvertedInto(\s, \t)^CurrencyName(\t, slovakian korunas)^Rate(\u)^Apply(\v)^AppliedObject(\v, \u)^ConvertedRate(\s, \u)^Timeframe(\w)^TimeframeEvent(\w, \v)^Settle(\x)^TimeframeEvent(\w, \x)"
1321,"The Court holds that the respondent State is to pay the applicant, within three months from the date on which the judgment becomes final in accordance with Article 44 § 2 of the Convention, EUR 1,000 (one thousand euros) in respect of non-pecuniary damage, to be converted into the national currency of the respondent State at the rate applicable at the date of settlement, plus any tax that may be chargeable","Court(\a)^Decide(\b)^Must(\c)^DecidedObject(\b, \c)^Pay(\d)^MustObject(\c, \d)^State(\e)^Respondent(\e)^PaidSubject(\d, \e)^Timeframe(\f)^TimeframeLength(\f, 3 months)^TimeframeType(\f, within)^TimeframeEvent(\f, \c)^Money(\h)^PaidObject(\d, \h)^MoneyAmount(\h, 1,000 )^Applicant(\i)^PaidTo(\d, \i))^BecomeFinal(\j)^BecomeFinalObject(\j, \b)^TimeframeStart(\f, \j)^Convention(\k)^ConventionName(\k, European Convention of Human Rights)^Article(\l)^ArticleNumber(\l, 44)^ArticleParagraph(\l, 2)^ArticleSource(\l, \k)^BasedOn(\j, \l)^MoneyCurrency(\h, eur)^Damage(\m)^NonPecuniary(\m)^MoneyFor(\h, \m)^(all(\n), Tax(\n)^Charge(\o)^ChargedObject(o, n) -> PaidObject(\d, \n))^Convert(\p)^MustObject(\c, \p)^ConvertedObject(\p, \h)^Currency(\q)^ConvertedInto(\p, \q)^Belong(\q, \e)^Rate(\r)^Apply(\s)^AppliedObject(\s, \r)^ConvertedRate(\p, \r)^Timeframe(\t)^TimeframeEvent(\t, \s)^Settle(\u)^TimeframeEvent(\t, \u)"
1322,"The Court holds that the respondent State is to pay the applicant, within three months, EUR 8,500 (eight thousand five hundred euros), plus any tax that may be chargeable to the applicant, in respect of non-pecuniary damage","Court(\a)^Decide(\b)^Must(\c)^DecidedObject(\b, \c)^Pay(\d)^MustObject(\c, \d)^State(\e)^Respondent(\e)^PaidSubject(\d, \e)^Timeframe(\f)^TimeframeLength(\f, 3 months)^TimeframeType(\f, within)^TimeframeEvent(\f, \c)^Money(\h)^PaidObject(\d, \h)^MoneyAmount(\h, 8,500 )^Applicant(\i)^PaidTo(\d, \i))^MoneyCurrency(\h, eur)^Damage(\j)^NonPecuniary(\j)^MoneyFor(\h, \j)^(all(\k), Tax(\k)^Charge(\l)^ChargedObject(l, k)^ChargedTo(\l, \i) -> PaidObject(\d, \k))"
1323,"The Court holds that the respondent State is to pay the applicant, within three months from the date on which the judgment becomes final in accordance with Article 44 § 2 of the Convention, EUR 500 (five hundred euros) in respect of non-pecuniary damage, to be converted into Polish zlotys at the rate applicable at the date of settlement, plus any tax that may be chargeable","Court(\a)^Decide(\b)^Must(\c)^DecidedObject(\b, \c)^Pay(\d)^MustObject(\c, \d)^State(\e)^Respondent(\e)^PaidSubject(\d, \e)^Timeframe(\f)^TimeframeLength(\f, 3 months)^TimeframeType(\f, within)^TimeframeEvent(\f, \c)^Money(\h)^PaidObject(\d, \h)^MoneyAmount(\h, 500 )^Applicant(\i)^PaidTo(\d, \i))^BecomeFinal(\j)^BecomeFinalObject(\j, \b)^TimeframeStart(\f, \j)^Convention(\k)^ConventionName(\k, European Convention of Human Rights)^Article(\l)^ArticleNumber(\l, 44)^ArticleParagraph(\l, 2)^ArticleSource(\l, \k)^BasedOn(\j, \l)^MoneyCurrency(\h, eur)^Damage(\m)^NonPecuniary(\m)^MoneyFor(\h, \m)^(all(\n), Tax(\n)^Charge(\o)^ChargedObject(o, n) -> PaidObject(\d, \n))^Convert(\p)^MustObject(\c, \p)^ConvertedObject(\p, \h)^Currency(\q)^ConvertedInto(\p, \q)^CurrencyName(\q, polish zlotys)^Rate(\r)^Apply(\s)^AppliedObject(\s, \r)^ConvertedRate(\p, \r)^Timeframe(\t)^TimeframeEvent(\t, \s)^Settle(\u)^TimeframeEvent(\t, \u)"
1324,"The Court holds that the respondent State is to pay the applicant, within three months from the date on which the judgment becomes final according to Article 44 § 2 of the Convention, EUR 3,000 (three thousand euros) in respect of non-pecuniary damage, to be converted into the national currency of Hungary at the rate applicable at the date of settlement, plus any tax that may be chargeable","Court(\a)^Decide(\b)^Must(\c)^DecidedObject(\b, \c)^Pay(\d)^MustObject(\c, \d)^State(\e)^Respondent(\e)^PaidSubject(\d, \e)^Timeframe(\f)^TimeframeLength(\f, 3 months)^TimeframeType(\f, within)^TimeframeEvent(\f, \c)^Money(\h)^PaidObject(\d, \h)^MoneyAmount(\h, 3,000 )^Applicant(\i)^PaidTo(\d, \i))^BecomeFinal(\j)^BecomeFinalObject(\j, \b)^TimeframeStart(\f, \j)^Convention(\k)^ConventionName(\k, European Convention of Human Rights)^Article(\l)^ArticleNumber(\l, 44)^ArticleParagraph(\l, 2)^ArticleSource(\l, \k)^BasedOn(\j, \l)^MoneyCurrency(\h, eur)^Damage(\m)^NonPecuniary(\m)^MoneyFor(\h, \m)^(all(\n), Tax(\n)^Charge(\o)^ChargedObject(o, n) -> PaidObject(\d, \n))^Convert(\p)^MustObject(\c, \p)^ConvertedObject(\p, \h)^Currency(\q)^ConvertedInto(\p, \q)^Belong(\q, \e)^StateName(\e, hungary)^Rate(\r)^Apply(\s)^AppliedObject(\s, \r)^ConvertedRate(\p, \r)^Timeframe(\t)^TimeframeEvent(\t, \s)^Settle(\u)^TimeframeEvent(\t, \u)"
1325,"The Court holds that the respondent State is to pay the applicant, within three months from the date on which the judgment becomes final in accordance with Article 44 § 2 of the Convention,","Court(\a)^Decide(\b)^Must(\c)^DecidedObject(\b, \c)^Pay(\d)^MustObject(\c, \d)^State(\e)^Respondent(\e)^PaidSubject(\d, \e)^Timeframe(\f)^TimeframeLength(\f, 3 months)^TimeframeType(\f, within)^TimeframeEvent(\f, \c)^Money(\h)^PaidObject(\d, \h)^MoneyAmount(\h, )^Applicant(\i)^PaidTo(\d, \i))^BecomeFinal(\j)^BecomeFinalObject(\j, \b)^TimeframeStart(\f, \j)^Convention(\k)^ConventionName(\k, European Convention of Human Rights)^Article(\l)^ArticleNumber(\l, 44)^ArticleParagraph(\l, 2)^ArticleSource(\l, \k)^BasedOn(\j, \l)"
1326,"The Court holds that the respondent State is to pay the applicant, within three months, EUR 3,600 (three thousand six hundred euros), to be converted into the currency of the respondent State at the rate applicable at the date of settlement, plus any tax that may be chargeable, in respect of non-pecuniary damage","Court(\a)^Decide(\b)^Must(\c)^DecidedObject(\b, \c)^Pay(\d)^MustObject(\c, \d)^State(\e)^Respondent(\e)^PaidSubject(\d, \e)^Timeframe(\f)^TimeframeLength(\f, 3 months)^TimeframeType(\f, within)^TimeframeEvent(\f, \c)^Money(\h)^PaidObject(\d, \h)^MoneyAmount(\h, 3,600 )^Applicant(\i)^PaidTo(\d, \i))^MoneyCurrency(\h, eur)^Damage(\j)^NonPecuniary(\j)^MoneyFor(\h, \j)^(all(\k), Tax(\k)^Charge(\l)^ChargedObject(l, k) -> PaidObject(\d, \k))^Convert(\m)^MustObject(\c, \m)^ConvertedObject(\m, \h)^Currency(\n)^ConvertedInto(\m, \n)^Belong(\n, \e)^Rate(\o)^Apply(\p)^AppliedObject(\p, \o)^ConvertedRate(\m, \o)^Timeframe(\q)^TimeframeEvent(\q, \p)^Settle(\r)^TimeframeEvent(\q, \r)"
1327,"The Court holds that the respondent State is to pay the applicant, within three months from the date on which the judgment becomes final in accordance with Article 44 § 2 of the Convention, EUR 6,000 (six thousand euros) to be converted into pounds sterling at the rate applicable at the date of settlement, in respect of costs and expenses, plus any tax that may be chargeable","Court(\a)^Decide(\b)^Must(\c)^DecidedObject(\b, \c)^Pay(\d)^MustObject(\c, \d)^State(\e)^Respondent(\e)^PaidSubject(\d, \e)^Timeframe(\f)^TimeframeLength(\f, 3 months)^TimeframeType(\f, within)^TimeframeEvent(\f, \c)^Money(\h)^PaidObject(\d, \h)^MoneyAmount(\h, 6,000 )^Applicant(\i)^PaidTo(\d, \i))^BecomeFinal(\j)^BecomeFinalObject(\j, \b)^TimeframeStart(\f, \j)^Convention(\k)^ConventionName(\k, European Convention of Human Rights)^Article(\l)^ArticleNumber(\l, 44)^ArticleParagraph(\l, 2)^ArticleSource(\l, \k)^BasedOn(\j, \l)^MoneyCurrency(\h, eur)^Expenses(\m)^MoneyFor(\h, \m)^(all(\n), Tax(\n)^Charge(\o)^ChargedObject(o, n) -> PaidObject(\d, \n))^Convert(\p)^MustObject(\c, \p)^ConvertedObject(\p, \h)^Currency(\q)^ConvertedInto(\p, \q)^CurrencyName(\q, pounds sterling)^Rate(\r)^Apply(\s)^AppliedObject(\s, \r)^ConvertedRate(\p, \r)^Timeframe(\t)^TimeframeEvent(\t, \s)^Settle(\u)^TimeframeEvent(\t, \u)"
1328,"The Court holds that the respondent State is to pay the applicant, within three months from the date on which the judgment becomes final in accordance with Article 44 § 2 of the Convention, EUR 5,000 (five thousand euros), plus any tax that may be chargeable to the applicant, in respect of nonpecuniary damage, to be converted into Polish zlotys at the rate applicable at the date of settlement","Court(\a)^Decide(\b)^Must(\c)^DecidedObject(\b, \c)^Pay(\d)^MustObject(\c, \d)^State(\e)^Respondent(\e)^PaidSubject(\d, \e)^Timeframe(\f)^TimeframeLength(\f, 3 months)^TimeframeType(\f, within)^TimeframeEvent(\f, \c)^Money(\h)^PaidObject(\d, \h)^MoneyAmount(\h, 5,000 )^Applicant(\i)^PaidTo(\d, \i))^BecomeFinal(\j)^BecomeFinalObject(\j, \b)^TimeframeStart(\f, \j)^Convention(\k)^ConventionName(\k, European Convention of Human Rights)^Article(\l)^ArticleNumber(\l, 44)^ArticleParagraph(\l, 2)^ArticleSource(\l, \k)^BasedOn(\j, \l)^MoneyCurrency(\h, eur)^Damage(\m)^NonPecuniary(\m)^MoneyFor(\h, \m)^(all(\n), Tax(\n)^Charge(\o)^ChargedObject(o, n)^ChargedTo(\o, \i) -> PaidObject(\d, \n))^Convert(\p)^MustObject(\c, \p)^ConvertedObject(\p, \h)^Currency(\q)^ConvertedInto(\p, \q)^CurrencyName(\q, polish zlotys)^Rate(\r)^Apply(\s)^AppliedObject(\s, \r)^ConvertedRate(\p, \r)^Timeframe(\t)^TimeframeEvent(\t, \s)^Settle(\u)^TimeframeEvent(\t, \u)"
1329,"The Court holds that the respondent State is to pay the applicant, within three months from the date on which the judgment becomes final in accordance with Article 44 § 2 of the Convention, EUR 3,100 (three thousand one hundred euros), plus any tax that may be chargeable, in respect of nonpecuniary damage to be converted into Armenian drams at the rate applicable at the date of settlement","Court(\a)^Decide(\b)^Must(\c)^DecidedObject(\b, \c)^Pay(\d)^MustObject(\c, \d)^State(\e)^Respondent(\e)^PaidSubject(\d, \e)^Timeframe(\f)^TimeframeLength(\f, 3 months)^TimeframeType(\f, within)^TimeframeEvent(\f, \c)^Money(\h)^PaidObject(\d, \h)^MoneyAmount(\h, 3,100 )^Applicant(\i)^PaidTo(\d, \i))^BecomeFinal(\j)^BecomeFinalObject(\j, \b)^TimeframeStart(\f, \j)^Convention(\k)^ConventionName(\k, European Convention of Human Rights)^Article(\l)^ArticleNumber(\l, 44)^ArticleParagraph(\l, 2)^ArticleSource(\l, \k)^BasedOn(\j, \l)^MoneyCurrency(\h, eur)^Damage(\m)^NonPecuniary(\m)^MoneyFor(\h, \m)^(all(\n), Tax(\n)^Charge(\o)^ChargedObject(o, n) -> PaidObject(\d, \n))^Convert(\p)^MustObject(\c, \p)^ConvertedObject(\p, \h)^Currency(\q)^ConvertedInto(\p, \q)^CurrencyName(\q, armenian drams)^Rate(\r)^Apply(\s)^AppliedObject(\s, \r)^ConvertedRate(\p, \r)^Timeframe(\t)^TimeframeEvent(\t, \s)^Settle(\u)^TimeframeEvent(\t, \u)"
1330,"The Court holds that the respondent State is to pay the applicant, within three months from the date on which the judgment becomes final in accordance with Article 44 § 2 of the Convention, EUR 1,800 (one thousand and eight hundred euros) in respect of non-pecuniary damage, to be converted into the national currency of the respondent State at the rate applicable at the date of settlement, plus any tax that may be chargeable","Court(\a)^Decide(\b)^Must(\c)^DecidedObject(\b, \c)^Pay(\d)^MustObject(\c, \d)^State(\e)^Respondent(\e)^PaidSubject(\d, \e)^Timeframe(\f)^TimeframeLength(\f, 3 months)^TimeframeType(\f, within)^TimeframeEvent(\f, \c)^Money(\h)^PaidObject(\d, \h)^MoneyAmount(\h, 1,800 )^Applicant(\i)^PaidTo(\d, \i))^BecomeFinal(\j)^BecomeFinalObject(\j, \b)^TimeframeStart(\f, \j)^Convention(\k)^ConventionName(\k, European Convention of Human Rights)^Article(\l)^ArticleNumber(\l, 44)^ArticleParagraph(\l, 2)^ArticleSource(\l, \k)^BasedOn(\j, \l)^MoneyCurrency(\h, eur)^Damage(\m)^NonPecuniary(\m)^MoneyFor(\h, \m)^(all(\n), Tax(\n)^Charge(\o)^ChargedObject(o, n) -> PaidObject(\d, \n))^Convert(\p)^MustObject(\c, \p)^ConvertedObject(\p, \h)^Currency(\q)^ConvertedInto(\p, \q)^Belong(\q, \e)^Rate(\r)^Apply(\s)^AppliedObject(\s, \r)^ConvertedRate(\p, \r)^Timeframe(\t)^TimeframeEvent(\t, \s)^Settle(\u)^TimeframeEvent(\t, \u)"
1331,"The Court holds that the respondent State is to pay the applicants, jointly, within three months from the date on which the judgment becomes final in accordance with Article 44 § 2 of the Convention, EUR 9,000 (nine thousand euros), plus any tax that may be chargeable, in respect of non-pecuniary damage, to be converted into Turkish liras at the rate applicable at the date of settlement","Court(\a)^Decide(\b)^Must(\c)^DecidedObject(\b, \c)^Pay(\d)^MustObject(\c, \d)^State(\e)^Respondent(\e)^PaidSubject(\d, \e)^Timeframe(\f)^TimeframeLength(\f, 3 months)^TimeframeType(\f, within)^TimeframeEvent(\f, \c)^Money(\h)^PaidObject(\d, \h)^MoneyAmount(\h, 9,000 )^Applicants(\i)^PaidTo(\d, \i))^BecomeFinal(\j)^BecomeFinalObject(\j, \b)^TimeframeStart(\f, \j)^Convention(\k)^ConventionName(\k, European Convention of Human Rights)^Article(\l)^ArticleNumber(\l, 44)^ArticleParagraph(\l, 2)^ArticleSource(\l, \k)^BasedOn(\j, \l)^MoneyCurrency(\h, eur)^Damage(\m)^NonPecuniary(\m)^MoneyFor(\h, \m)^(all(\n), Tax(\n)^Charge(\o)^ChargedObject(o, n) -> PaidObject(\d, \n))^Convert(\p)^MustObject(\c, \p)^ConvertedObject(\p, \h)^Currency(\q)^ConvertedInto(\p, \q)^CurrencyName(\q, turkish liras)^Rate(\r)^Apply(\s)^AppliedObject(\s, \r)^ConvertedRate(\p, \r)^Timeframe(\t)^TimeframeEvent(\t, \s)^Settle(\u)^TimeframeEvent(\t, \u)"
1332,"The Court holds that the respondent State is to pay the applicant, within three months EUR 8,000 (eight thousand euros), plus any tax that may be chargeable, in respect of non-pecuniary damage","Court(\a)^Decide(\b)^Must(\c)^DecidedObject(\b, \c)^Pay(\d)^MustObject(\c, \d)^State(\e)^Respondent(\e)^PaidSubject(\d, \e)^Timeframe(\f)^TimeframeLength(\f, 3 months)^TimeframeType(\f, within)^TimeframeEvent(\f, \c)^Money(\h)^PaidObject(\d, \h)^MoneyAmount(\h, 8,000 )^Applicant(\i)^PaidTo(\d, \i))^MoneyCurrency(\h, eur)^Damage(\j)^NonPecuniary(\j)^MoneyFor(\h, \j)^(all(\k), Tax(\k)^Charge(\l)^ChargedObject(l, k) -> PaidObject(\d, \k))"
1333,"The Court holds that the respondent State is to pay the applicant, within three months from the date on which the judgment becomes final according to Article 44 § 2 of the Convention, EUR 2,560 (two thousand five hundred and sixty euros) in respect of non-pecuniary damage, to be converted into the national currency of the respondent State at the rate applicable at the date of settlement, plus any tax that may be chargeable","Court(\a)^Decide(\b)^Must(\c)^DecidedObject(\b, \c)^Pay(\d)^MustObject(\c, \d)^State(\e)^Respondent(\e)^PaidSubject(\d, \e)^Timeframe(\f)^TimeframeLength(\f, 3 months)^TimeframeType(\f, within)^TimeframeEvent(\f, \c)^Money(\h)^PaidObject(\d, \h)^MoneyAmount(\h, 2,560 )^Applicant(\i)^PaidTo(\d, \i))^BecomeFinal(\j)^BecomeFinalObject(\j, \b)^TimeframeStart(\f, \j)^Convention(\k)^ConventionName(\k, European Convention of Human Rights)^Article(\l)^ArticleNumber(\l, 44)^ArticleParagraph(\l, 2)^ArticleSource(\l, \k)^BasedOn(\j, \l)^MoneyCurrency(\h, eur)^Damage(\m)^NonPecuniary(\m)^MoneyFor(\h, \m)^(all(\n), Tax(\n)^Charge(\o)^ChargedObject(o, n) -> PaidObject(\d, \n))^Convert(\p)^MustObject(\c, \p)^ConvertedObject(\p, \h)^Currency(\q)^ConvertedInto(\p, \q)^Belong(\q, \e)^Rate(\r)^Apply(\s)^AppliedObject(\s, \r)^ConvertedRate(\p, \r)^Timeframe(\t)^TimeframeEvent(\t, \s)^Settle(\u)^TimeframeEvent(\t, \u)"
